Close,High,Low,Transactions,Open,Timestamp,Volume,AVG_Price_Volume
1198.906,1214.36,1194.65,25068,1203.81,2021-01-07 01:00:00,38799.68569435998,1205.9551
1200.46,1208.66,1179.097,21909,1204.45,2021-01-07 02:00:00,39940.88343735,1195.0123
1218.28,1228.69,1192.212,26306,1200.46,2021-01-07 03:00:00,50643.17042492999,1215.9694
1209.791,1221.87,1199.219,23030,1216.53,2021-01-07 04:00:00,40435.973628200016,1213.5995
1213.35,1222.78,1201.156,17645,1211.9,2021-01-07 05:00:00,28351.346610990004,1212.7294
1202.46,1216.4,1182.562,18109,1213.34,2021-01-07 06:00:00,35124.86118773998,1201.4036
1188.0,1208.95,1180.4,14377,1198.083,2021-01-07 07:00:00,28109.84578549,1193.9346
1197.33,1201.86,1154.5,21077,1188.5,2021-01-07 08:00:00,59318.00154757997,1179.7347
1203.96,1206.9,1179.21,12909,1197.33,2021-01-07 09:00:00,27460.83179109,1193.5521
1183.239,1207.28,1180.3,12658,1203.998,2021-01-07 10:00:00,24234.22425197,1191.7904
1200.847,1207.57,1182.0,14165,1184.91,2021-01-07 11:00:00,27985.300872670003,1194.4734
1229.01,1230.49,1196.9,24661,1203.0,2021-01-07 12:00:00,60938.2044987,1214.0928
1217.959,1234.12,1208.759,26112,1228.0,2021-01-07 13:00:00,61664.90987399001,1224.3757
1223.355,1231.99,1214.636,22210,1221.45,2021-01-07 14:00:00,45778.55207592002,1224.3118
1252.33,1253.19,1215.685,26492,1226.54,2021-01-07 15:00:00,60001.51840112999,1237.6318
1263.9,1280.0,1237.089,45283,1252.24,2021-01-07 16:00:00,110361.94936907996,1263.6461
1272.3,1275.66,1255.0,19613,1265.11,2021-01-07 17:00:00,50360.877843030015,1266.8483
1225.11,1291.94,1140.0,77077,1272.29,2021-01-07 18:00:00,320432.62434542004,1226.2467
1234.75,1246.62,1162.0,40467,1225.0,2021-01-07 19:00:00,124707.05963306,1209.8436
1244.83,1246.98,1220.5,25069,1234.71,2021-01-07 20:00:00,52985.09009060999,1235.1503
1256.48,1269.42,1237.5,32161,1244.82,2021-01-07 21:00:00,54248.32838073002,1255.0863
1246.39,1260.61,1237.0,21194,1256.44,2021-01-07 22:00:00,49678.10175308,1251.1817
1227.07,1246.68,1201.0,39327,1246.37,2021-01-07 23:00:00,97516.47220770994,1220.2543
1185.4,1233.93,1180.3,25999,1227.55,2021-01-08 00:00:00,44367.83730312,1213.8648
1185.76,1201.24,1159.3,37815,1185.0,2021-01-08 01:00:00,86695.61401456999,1179.6111
1112.62,1187.94,1060.8,76200,1185.58,2021-01-08 02:00:00,249523.9558535402,1112.9751
1152.71,1163.62,1103.5,33878,1113.32,2021-01-08 03:00:00,97942.11196808996,1139.376
1168.055,1178.45,1140.0,22539,1152.66,2021-01-08 04:00:00,43416.38685924,1165.355
1148.89,1174.58,1136.6,18360,1170.0,2021-01-08 05:00:00,30571.90129008,1158.7896
1176.41,1183.56,1122.0,21819,1148.83,2021-01-08 06:00:00,45149.68183779,1154.9857
1208.31,1217.47,1164.7,19243,1175.4,2021-01-08 07:00:00,40531.89446498999,1191.941
1199.063,1210.78,1178.62,15485,1208.7,2021-01-08 08:00:00,35890.867370769985,1194.5433
1221.0,1223.08,1185.4,15774,1201.57,2021-01-08 09:00:00,31116.58642120001,1203.4773
1252.5,1274.95,1216.1,40526,1221.0,2021-01-08 10:00:00,114731.02893788004,1248.9363
1254.3,1268.8,1240.89,30065,1253.52,2021-01-08 11:00:00,57913.987195860005,1254.8609
1251.63,1275.74,1223.5,33155,1255.8,2021-01-08 12:00:00,76695.86879879997,1256.7948
1251.91,1258.0,1218.26,25774,1250.17,2021-01-08 13:00:00,53376.99228034003,1239.13
1259.0,1260.3,1236.2,23930,1251.9,2021-01-08 14:00:00,61562.31592639001,1249.1947
1219.54,1267.72,1172.4,52695,1258.99,2021-01-08 15:00:00,141471.34132910008,1218.7033
1228.67,1243.7,1201.316,28307,1219.53,2021-01-08 16:00:00,45828.15430369999,1226.6955
1215.3,1237.97,1208.3,22166,1228.19,2021-01-08 17:00:00,32460.41007738001,1224.5306
1185.1,1223.23,1172.0,42715,1216.66,2021-01-08 18:00:00,105216.95226434004,1193.857
1182.8,1203.8,1178.155,24233,1185.45,2021-01-08 19:00:00,39762.385125390014,1191.0729
1147.24,1195.0,1136.01,48857,1184.24,2021-01-08 20:00:00,126287.12324804,1161.7799
1191.9736116,1193.21,1132.0,33876,1147.08,2021-01-08 21:00:00,65960.61442953002,1165.0814
1218.41,1221.46,1163.5,24616,1191.037,2021-01-08 22:00:00,50146.95138971,1194.3361
1217.35,1230.97,1207.5,23334,1218.41,2021-01-08 23:00:00,50108.51267291997,1219.9958
1196.868,1235.37,1180.8,27136,1217.31,2021-01-09 00:00:00,55826.30801807998,1208.3356
1197.274,1199.64,1171.0,22443,1198.12,2021-01-09 01:00:00,46433.29542631,1186.4371
1198.648,1208.59,1176.7,17214,1199.86,2021-01-09 02:00:00,27898.78572676,1194.9115
1227.74,1233.06,1191.1,18343,1200.52,2021-01-09 03:00:00,31038.12206236001,1219.0863
1220.92,1227.89,1207.3,12521,1227.72,2021-01-09 04:00:00,19046.833846609992,1218.4356
1184.4,1220.99,1180.0,18896,1220.99,2021-01-09 05:00:00,28259.25770151,1199.083
1181.62,1196.95,1174.853,16592,1184.992,2021-01-09 06:00:00,23434.659429300005,1186.0821
1196.128,1201.89,1172.2,15192,1179.5,2021-01-09 07:00:00,13275.909484770007,1190.4497
1209.99,1214.46,1184.2,13830,1197.45,2021-01-09 08:00:00,20277.28206571,1201.4316
1210.54382,1223.75,1203.2,15864,1209.99,2021-01-09 09:00:00,27032.629557759992,1213.2662
1219.6,1231.03,1203.019,15196,1213.39,2021-01-09 10:00:00,23681.587396959992,1218.1005
1219.743,1240.59,1213.653,17930,1220.5,2021-01-09 11:00:00,31122.65535081,1227.5592
1224.78,1229.99,1210.622,10592,1222.2,2021-01-09 12:00:00,12804.2732863,1223.3196
1223.43,1231.65,1218.539,10735,1225.16,2021-01-09 13:00:00,17953.175410789998,1225.5354
1225.46,1237.37,1220.081,14321,1223.21,2021-01-09 14:00:00,25846.01561480001,1230.0659
1222.79,1229.9,1207.021,14717,1225.76,2021-01-09 15:00:00,21612.840262420003,1220.015
1204.03,1228.79,1192.6,18747,1222.47,2021-01-09 16:00:00,33973.971293189985,1210.6252
1225.16,1227.1,1199.393,15459,1203.85,2021-01-09 17:00:00,24803.465408360003,1220.6024
1227.25,1234.97,1219.46,17306,1224.0,2021-01-09 18:00:00,32393.722608960004,1228.699
1231.42,1239.65,1220.183,19235,1227.58,2021-01-09 19:00:00,37868.37442341001,1231.6208
1274.99,1278.0,1217.183,41366,1232.36,2021-01-09 20:00:00,98904.81915365998,1254.5737
1292.77,1299.49,1263.511,42386,1274.81,2021-01-09 21:00:00,103409.76286639,1285.7225
1292.76,1310.0,1275.319,39235,1291.1,2021-01-09 22:00:00,112623.35307741004,1295.5249
1281.45,1297.85,1266.807,23590,1292.33,2021-01-09 23:00:00,60407.84061047998,1285.1287
1293.0,1296.32,1275.458,20594,1281.25,2021-01-10 00:00:00,42466.02993409001,1289.4499
1327.68,1338.99,1284.282,40826,1292.99,2021-01-10 01:00:00,99473.23261835,1320.6106
1342.87,1343.61,1311.565,25622,1325.3,2021-01-10 02:00:00,51263.48536404001,1329.707
1315.44,1345.46,1304.979,23546,1340.8,2021-01-10 03:00:00,52769.79993172998,1323.9477
1322.74,1332.81,1306.715,16471,1315.47,2021-01-10 04:00:00,33081.789809099995,1323.4607
1319.09,1332.34,1305.8,17642,1322.67,2021-01-10 05:00:00,31482.070634280004,1321.9952
1328.08,1338.17,1313.1,13423,1319.21,2021-01-10 06:00:00,30885.948824800005,1324.5203
1348.46,1349.33,1322.137,15575,1328.08,2021-01-10 07:00:00,36864.69885509001,1335.3728
1330.1,1352.85,1317.436,16247,1346.4,2021-01-10 08:00:00,52581.75928898996,1336.4751
1333.96,1349.23,1328.772,12398,1332.71,2021-01-10 09:00:00,37180.17681923,1338.7612
1322.53,1341.97,1284.6,20574,1332.2,2021-01-10 10:00:00,62644.82774283003,1319.9093
1260.62,1322.39,1255.26286652,34837,1321.62,2021-01-10 11:00:00,104865.07276348004,1287.3817
1289.831,1299.63,1236.19186854,28410,1255.5,2021-01-10 12:00:00,94893.56293346,1273.9968
1311.4,1326.36,1285.3,17068,1292.61,2021-01-10 13:00:00,51682.71589064,1311.7921
1298.25,1316.77,1282.2,19924,1311.92,2021-01-10 14:00:00,56257.21488520999,1301.0665
1303.73,1314.96,1275.3,17148,1298.16,2021-01-10 15:00:00,44066.14449498998,1299.5934
1299.55,1325.205,1295.811,22471,1303.93,2021-01-10 16:00:00,49759.534102070014,1311.6891
1300.23,1307.43,1243.01,50807,1299.06,2021-01-10 17:00:00,150573.24087864006,1275.7073
1281.55,1312.0,1272.87,24823,1303.36,2021-01-10 18:00:00,67390.89301777998,1290.501
1259.99,1296.07,1251.0,23467,1282.05,2021-01-10 19:00:00,66302.83041577999,1275.6348
1257.94,1271.5,1146.34,78380,1261.34,2021-01-10 20:00:00,264238.1935727201,1220.7748
1271.24,1276.0,1252.92,29317,1258.55,2021-01-10 21:00:00,73267.92726027004,1264.4418
1273.34,1288.44,1260.05,19240,1270.83,2021-01-10 22:00:00,66810.71933554,1277.1306
1255.13,1278.1,1254.383,16853,1274.07,2021-01-10 23:00:00,47929.22176583999,1267.4684
1219.19,1261.1792218,1205.0,35191,1255.1,2021-01-11 00:00:00,87546.21358471,1228.0943
1207.61,1231.9,1185.0,30600,1219.92,2021-01-11 01:00:00,86544.45225418003,1213.3855
1186.3,1212.24,1165.715,35088,1207.2,2021-01-11 02:00:00,92645.2695901,1186.9211
1105.1,1198.1,1001.48,114949,1182.67,2021-01-11 03:00:00,353338.44652290025,1093.7488
1112.42,1135.1,1030.96,67946,1102.77,2021-01-11 04:00:00,211616.68384395007,1096.9117
1091.91,1131.6,1074.77,40068,1112.43,2021-01-11 05:00:00,131236.21282981,1107.7936
1020.8,1097.8,1006.01,54573,1091.27,2021-01-11 06:00:00,235870.66363704,1061.5393
1070.12,1084.7,1003.33,32644,1022.96,2021-01-11 07:00:00,120917.69621353004,1046.5999
1108.12,1128.1,1047.06,28883,1070.54,2021-01-11 08:00:00,97608.89309215998,1099.5683
1134.8,1137.6,1083.35,16764,1108.24,2021-01-11 09:00:00,51689.09945944,1106.1239
1111.45,1150.0,1107.866,21085,1135.85,2021-01-11 10:00:00,67518.81947696,1127.7794
1069.3,1117.4,1058.18,27370,1110.94,2021-01-11 11:00:00,93155.08046321002,1087.9832
1071.61,1105.13091512,1035.68,35116,1066.11,2021-01-11 12:00:00,123502.94578945004,1075.2205
1026.528,1081.0,1011.0,34674,1071.88,2021-01-11 13:00:00,107034.03896977002,1051.1057
1038.27,1045.36,926.0,85767,1021.92,2021-01-11 14:00:00,284405.13559718,1002.8267
973.87,1050.8,950.0,60407,1038.57,2021-01-11 15:00:00,208071.78466245,1008.3942
961.1,995.68,905.0,95546,975.34,2021-01-11 16:00:00,348649.03759144014,946.4883
996.69,1024.68,900.002,71465,961.1,2021-01-11 17:00:00,209401.22249820989,976.822
993.42,1026.1,973.412,37139,996.69,2021-01-11 18:00:00,98785.70091349004,1003.5105
983.21,1008.9,939.5,41587,993.53,2021-01-11 19:00:00,130667.69951783998,974.5341
1018.92,1024.9,954.851,35289,982.52,2021-01-11 20:00:00,103882.63449478,988.1098
1032.59,1047.3006224,999.403,38018,1018.76,2021-01-11 21:00:00,115348.40257916,1027.817
1059.05,1080.0,1021.202,33674,1032.57,2021-01-11 22:00:00,89876.35953712997,1054.7861
1088.79,1094.79,1057.208,33504,1059.04,2021-01-11 23:00:00,98935.31299625,1078.8628
1062.01,1093.0,1038.81,29371,1088.55,2021-01-12 00:00:00,94850.43485789,1063.6407
1056.42,1084.8,1041.64,20476,1061.6,2021-01-12 01:00:00,59382.58728467,1062.6075
1069.1,1077.7,1042.65,17063,1056.76,2021-01-12 02:00:00,56338.15361477996,1060.9196
1088.66,1091.0,1061.339,16043,1069.51,2021-01-12 03:00:00,46785.14901749999,1076.7926
1096.54,1103.98847424,1074.395,19304,1090.7,2021-01-12 04:00:00,56977.48806903001,1089.5017
1132.0,1132.0,1091.955,23479,1098.2,2021-01-12 05:00:00,73141.18419039997,1110.2288
1138.82,1150.0,1122.1,25322,1130.26,2021-01-12 06:00:00,76064.88573240001,1138.5824
1138.7,1152.78,1121.50919778,22796,1138.5,2021-01-12 07:00:00,68513.44787837003,1135.8685
1116.311,1146.36,1104.8,27032,1140.63,2021-01-12 08:00:00,82571.79680861,1124.4623
1112.2,1128.58,1105.7,15837,1115.0,2021-01-12 09:00:00,49103.71456513002,1117.5592
1083.9,1122.923,1065.97,20805,1111.1,2021-01-12 10:00:00,66659.90055774998,1088.9147
1098.1,1107.7,1080.96,12186,1083.04,2021-01-12 11:00:00,35165.30143767001,1096.7367
1086.69,1117.89,1081.573,14176,1099.51,2021-01-12 12:00:00,41968.97898071001,1096.706
1024.36,1096.82,1023.79,28011,1086.46,2021-01-12 13:00:00,89327.31194818999,1054.6184
1034.94,1055.3,1001.49,32191,1023.49,2021-01-12 14:00:00,101057.82477959998,1030.6464
1052.96,1068.9,1034.21,22545,1035.19,2021-01-12 15:00:00,68919.94061367003,1052.82
1106.52,1108.0,1053.48,23427,1053.68,2021-01-12 16:00:00,68278.59707588001,1084.8464
1117.41,1127.4,1095.67,27270,1106.55,2021-01-12 17:00:00,78507.02407896999,1110.1929
1103.8,1123.18,1090.08,23497,1116.61,2021-01-12 18:00:00,62256.70153633999,1107.0409
1082.54,1103.88,1058.63,25176,1103.76,2021-01-12 19:00:00,69181.04077666998,1081.2897
1080.81,1086.8,1057.94,17984,1082.56,2021-01-12 20:00:00,55950.92682881998,1071.2283
1078.7,1088.0,1051.5,16906,1080.81,2021-01-12 21:00:00,54604.19128890996,1072.5697
1052.7,1089.0,1040.08,17193,1077.14,2021-01-12 22:00:00,53199.16351304999,1066.3094
1049.8,1054.4,1024.0,25752,1052.39,2021-01-12 23:00:00,79214.03711808995,1037.3576
